rank,@title,start_xp,xp to next level,rank when not full,ranke when full,icon,xp_end,i8,j9,k10,l11,m12,n13,o14,p15,q16,r17
396,gen1,16988600,100600,RANK_GEN,RANK_GEN_FULL,rank_prestige_7,17089200,,,,,,397,397,,RANK_GEN_FULL,
397,gen1,17089200,104100,RANK_GEN,RANK_GEN_FULL,rank_prestige_7,17193300,,,,,,398,398,,RANK_GEN_FULL,
398,gen1,17193300,107600,RANK_GEN,RANK_GEN_FULL,rank_prestige_7,17300900,,,,,,399,399,,RANK_GEN_FULL,
399,gen1,17300900,111100,RANK_GEN,RANK_GEN_FULL,rank_prestige_7,17412000,,,,,,400,400,,RANK_GEN_FULL,
400,gen1,17412000,7200,RANK_GEN,RANK_GEN_FULL,rank_prestige_8,17419200,,,,,,401,401,,RANK_GEN_FULL,
401,gen1,17419200,7500,RANK_GEN,RANK_GEN_FULL,rank_prestige_8,17426700,,,,,,402,402,,RANK_GEN_FULL,
402,gen1,17426700,7800,RANK_GEN,RANK_GEN_FULL,rank_prestige_8,17434500,,,,,,403,403,,RANK_GEN_FULL,
403,gen1,17434500,8100,RANK_GEN,RANK_GEN_FULL,rank_prestige_8,17442600,,,,,,404,404,,RANK_GEN_FULL,
404,gen1,17442600,8400,RANK_GEN,RANK_GEN_FULL,rank_prestige_8,17451000,,,,,,405,405,,RANK_GEN_FULL,
405,gen1,17451000,8800,RANK_GEN,RANK_GEN_FULL,rank_prestige_8,17459800,,,,,,406,406,,RANK_GEN_FULL,
406,gen1,17459800,9200,RANK_GEN,RANK_GEN_FULL,rank_prestige_8,17469000,,,,,,407,407,,RANK_GEN_FULL,
407,gen1,17469000,9600,RANK_GEN,RANK_GEN_FULL,rank_prestige_8,17478600,,,,,,408,408,,RANK_GEN_FULL,
408,gen1,17478600,10000,RANK_GEN,RANK_GEN_FULL,rank_prestige_8,17488600,,,,,,409,409,,RANK_GEN_FULL,
409,gen1,17488600,10500,RANK_GEN,RANK_GEN_FULL,rank_prestige_8,17499100,,,,,,410,410,,RANK_GEN_FULL,
410,gen1,17499100,11000,RANK_GEN,RANK_GEN_FULL,rank_prestige_8,17510100,,,,,,411,411,,RANK_GEN_FULL,
411,gen1,17510100,12300,RANK_GEN,RANK_GEN_FULL,rank_prestige_8,17522400,,,,,,412,412,,RANK_GEN_FULL,
412,gen1,17522400,13600,RANK_GEN,RANK_GEN_FULL,rank_prestige_8,17536000,,,,,,413,413,,RANK_GEN_FULL,
413,gen1,17536000,14900,RANK_GEN,RANK_GEN_FULL,rank_prestige_8,17550900,,,,,,414,414,,RANK_GEN_FULL,
414,gen1,17550900,16200,RANK_GEN,RANK_GEN_FULL,rank_prestige_8,17567100,,,,,,415,415,,RANK_GEN_FULL,
415,gen1,17567100,17600,RANK_GEN,RANK_GEN_FULL,rank_prestige_8,17584700,,,,,,416,416,,RANK_GEN_FULL,
416,gen1,17584700,19000,RANK_GEN,RANK_GEN_FULL,rank_prestige_8,17603700,,,,,,417,417,,RANK_GEN_FULL,
417,gen1,17603700,20500,RANK_GEN,RANK_GEN_FULL,rank_prestige_8,17624200,,,,,,418,418,,RANK_GEN_FULL,
418,gen1,17624200,22000,RANK_GEN,RANK_GEN_FULL,rank_prestige_8,17646200,,,,,,419,419,,RANK_GEN_FULL,
419,gen1,17646200,23500,RANK_GEN,RANK_GEN_FULL,rank_prestige_8,17669700,,,,,,420,420,,RANK_GEN_FULL,
420,gen1,17669700,25500,RANK_GEN,RANK_GEN_FULL,rank_prestige_8,17695200,,,,,,421,421,,RANK_GEN_FULL,
421,gen1,17695200,27500,RANK_GEN,RANK_GEN_FULL,rank_prestige_8,17722700,,,,,,422,422,,RANK_GEN_FULL,
422,gen1,17722700,29600,RANK_GEN,RANK_GEN_FULL,rank_prestige_8,17752300,,,,,,423,423,,RANK_GEN_FULL,
423,gen1,17752300,31600,RANK_GEN,RANK_GEN_FULL,rank_prestige_8,17783900,,,,,,424,424,,RANK_GEN_FULL,
424,gen1,17783900,33600,RANK_GEN,RANK_GEN_FULL,rank_prestige_8,17817500,,,,,,425,425,,RANK_GEN_FULL,
425,gen1,17817500,35600,RANK_GEN,RANK_GEN_FULL,rank_prestige_8,17853100,,,,,,426,426,,RANK_GEN_FULL,
426,gen1,17853100,38100,RANK_GEN,RANK_GEN_FULL,rank_prestige_8,17891200,,,,,,427,427,,RANK_GEN_FULL,
427,gen1,17891200,40600,RANK_GEN,RANK_GEN_FULL,rank_prestige_8,17931800,,,,,,428,428,,RANK_GEN_FULL,
428,gen1,17931800,43100,RANK_GEN,RANK_GEN_FULL,rank_prestige_8,17974900,,,,,,429,429,,RANK_GEN_FULL,
429,gen1,17974900,45600,RANK_GEN,RANK_GEN_FULL,rank_prestige_8,18020500,,,,,,430,430,,RANK_GEN_FULL,
430,gen1,18020500,48100,RANK_GEN,RANK_GEN_FULL,rank_prestige_8,18068600,,,,,,431,431,,RANK_GEN_FULL,
431,gen1,18068600,50600,RANK_GEN,RANK_GEN_FULL,rank_prestige_8,18119200,,,,,,432,432,,RANK_GEN_FULL,
432,gen1,18119200,53600,RANK_GEN,RANK_GEN_FULL,rank_prestige_8,18172800,,,,,,433,433,,RANK_GEN_FULL,
433,gen1,18172800,56600,RANK_GEN,RANK_GEN_FULL,rank_prestige_8,18229400,,,,,,434,434,,RANK_GEN_FULL,
434,gen1,18229400,59600,RANK_GEN,RANK_GEN_FULL,rank_prestige_8,18289000,,,,,,435,435,,RANK_GEN_FULL,
435,gen1,18289000,62600,RANK_GEN,RANK_GEN_FULL,rank_prestige_8,18351600,,,,,,436,436,,RANK_GEN_FULL,
436,gen1,18351600,65600,RANK_GEN,RANK_GEN_FULL,rank_prestige_8,18417200,,,,,,437,437,,RANK_GEN_FULL,
437,gen1,18417200,69100,RANK_GEN,RANK_GEN_FULL,rank_prestige_8,18486300,,,,,,438,438,,RANK_GEN_FULL,
438,gen1,18486300,72600,RANK_GEN,RANK_GEN_FULL,rank_prestige_8,18558900,,,,,,439,439,,RANK_GEN_FULL,
439,gen1,18558900,76100,RANK_GEN,RANK_GEN_FULL,rank_prestige_8,18635000,,,,,,440,440,,RANK_GEN_FULL,
440,gen1,18635000,79600,RANK_GEN,RANK_GEN_FULL,rank_prestige_8,18714600,,,,,,441,441,,RANK_GEN_FULL,
441,gen1,18714600,83100,RANK_GEN,RANK_GEN_FULL,rank_prestige_8,18797700,,,,,,442,442,,RANK_GEN_FULL,
442,gen1,18797700,86600,RANK_GEN,RANK_GEN_FULL,rank_prestige_8,18884300,,,,,,443,443,,RANK_GEN_FULL,
443,gen1,18884300,90100,RANK_GEN,RANK_GEN_FULL,rank_prestige_8,18974400,,,,,,444,444,,RANK_GEN_FULL,
444,gen1,18974400,93600,RANK_GEN,RANK_GEN_FULL,rank_prestige_8,19068000,,,,,,445,445,,RANK_GEN_FULL,
445,gen1,19068000,97100,RANK_GEN,RANK_GEN_FULL,rank_prestige_8,19165100,,,,,,446,446,,RANK_GEN_FULL,
446,gen1,19165100,100600,RANK_GEN,RANK_GEN_FULL,rank_prestige_8,19265700,,,,,,447,447,,RANK_GEN_FULL,
447,gen1,19265700,104100,RANK_GEN,RANK_GEN_FULL,rank_prestige_8,19369800,,,,,,448,448,,RANK_GEN_FULL,
448,gen1,19369800,107600,RANK_GEN,RANK_GEN_FULL,rank_prestige_8,19477400,,,,,,449,449,,RANK_GEN_FULL,
449,gen1,19477400,111100,RANK_GEN,RANK_GEN_FULL,rank_prestige_8,19588500,,,,,,450,450,,RANK_GEN_FULL,
450,gen1,19588500,7200,RANK_GEN,RANK_GEN_FULL,rank_prestige_9,19595700,,,,,,451,451,,RANK_GEN_FULL,
451,gen1,19595700,7500,RANK_GEN,RANK_GEN_FULL,rank_prestige_9,19603200,,,,,,452,452,,RANK_GEN_FULL,
452,gen1,19603200,7800,RANK_GEN,RANK_GEN_FULL,rank_prestige_9,19611000,,,,,,453,453,,RANK_GEN_FULL,
453,gen1,19611000,8100,RANK_GEN,RANK_GEN_FULL,rank_prestige_9,19619100,,,,,,454,454,,RANK_GEN_FULL,
454,gen1,19619100,8400,RANK_GEN,RANK_GEN_FULL,rank_prestige_9,19627500,,,,,,455,455,,RANK_GEN_FULL,
455,gen1,19627500,8800,RANK_GEN,RANK_GEN_FULL,rank_prestige_9,19636300,,,,,,456,456,,RANK_GEN_FULL,
456,gen1,19636300,9200,RANK_GEN,RANK_GEN_FULL,rank_prestige_9,19645500,,,,,,457,457,,RANK_GEN_FULL,
457,gen1,19645500,9600,RANK_GEN,RANK_GEN_FULL,rank_prestige_9,19655100,,,,,,458,458,,RANK_GEN_FULL,
458,gen1,19655100,10000,RANK_GEN,RANK_GEN_FULL,rank_prestige_9,19665100,,,,,,459,459,,RANK_GEN_FULL,
459,gen1,19665100,10500,RANK_GEN,RANK_GEN_FULL,rank_prestige_9,19675600,,,,,,460,460,,RANK_GEN_FULL,
460,gen1,19675600,11000,RANK_GEN,RANK_GEN_FULL,rank_prestige_9,19686600,,,,,,461,461,,RANK_GEN_FULL,
461,gen1,19686600,12300,RANK_GEN,RANK_GEN_FULL,rank_prestige_9,19698900,,,,,,462,462,,RANK_GEN_FULL,
462,gen1,19698900,13600,RANK_GEN,RANK_GEN_FULL,rank_prestige_9,19712500,,,,,,463,463,,RANK_GEN_FULL,
463,gen1,19712500,14900,RANK_GEN,RANK_GEN_FULL,rank_prestige_9,19727400,,,,,,464,464,,RANK_GEN_FULL,
464,gen1,19727400,16200,RANK_GEN,RANK_GEN_FULL,rank_prestige_9,19743600,,,,,,465,465,,RANK_GEN_FULL,
465,gen1,19743600,17600,RANK_GEN,RANK_GEN_FULL,rank_prestige_9,19761200,,,,,,466,466,,RANK_GEN_FULL,
466,gen1,19761200,19000,RANK_GEN,RANK_GEN_FULL,rank_prestige_9,19780200,,,,,,467,467,,RANK_GEN_FULL,
467,gen1,19780200,20500,RANK_GEN,RANK_GEN_FULL,rank_prestige_9,19800700,,,,,,468,468,,RANK_GEN_FULL,
468,gen1,19800700,22000,RANK_GEN,RANK_GEN_FULL,rank_prestige_9,19822700,,,,,,469,469,,RANK_GEN_FULL,
469,gen1,19822700,23500,RANK_GEN,RANK_GEN_FULL,rank_prestige_9,19846200,,,,,,470,470,,RANK_GEN_FULL,
470,gen1,19846200,25500,RANK_GEN,RANK_GEN_FULL,rank_prestige_9,19871700,,,,,,471,471,,RANK_GEN_FULL,
471,gen1,19871700,27500,RANK_GEN,RANK_GEN_FULL,rank_prestige_9,19899200,,,,,,472,472,,RANK_GEN_FULL,
472,gen1,19899200,29600,RANK_GEN,RANK_GEN_FULL,rank_prestige_9,19928800,,,,,,473,473,,RANK_GEN_FULL,
473,gen1,19928800,31600,RANK_GEN,RANK_GEN_FULL,rank_prestige_9,19960400,,,,,,474,474,,RANK_GEN_FULL,
474,gen1,19960400,33600,RANK_GEN,RANK_GEN_FULL,rank_prestige_9,19994000,,,,,,475,475,,RANK_GEN_FULL,
475,gen1,19994000,35600,RANK_GEN,RANK_GEN_FULL,rank_prestige_9,20029600,,,,,,476,476,,RANK_GEN_FULL,
476,gen1,20029600,38100,RANK_GEN,RANK_GEN_FULL,rank_prestige_9,20067700,,,,,,477,477,,RANK_GEN_FULL,
477,gen1,20067700,40600,RANK_GEN,RANK_GEN_FULL,rank_prestige_9,20108300,,,,,,478,478,,RANK_GEN_FULL,
478,gen1,20108300,43100,RANK_GEN,RANK_GEN_FULL,rank_prestige_9,20151400,,,,,,479,479,,RANK_GEN_FULL,
479,gen1,20151400,45600,RANK_GEN,RANK_GEN_FULL,rank_prestige_9,20197000,,,,,,480,480,,RANK_GEN_FULL,
480,gen1,20197000,48100,RANK_GEN,RANK_GEN_FULL,rank_prestige_9,20245100,,,,,,481,481,,RANK_GEN_FULL,
481,gen1,20245100,50600,RANK_GEN,RANK_GEN_FULL,rank_prestige_9,20295700,,,,,,482,482,,RANK_GEN_FULL,
482,gen1,20295700,53600,RANK_GEN,RANK_GEN_FULL,rank_prestige_9,20349300,,,,,,483,483,,RANK_GEN_FULL,
483,gen1,20349300,56600,RANK_GEN,RANK_GEN_FULL,rank_prestige_9,20405900,,,,,,484,484,,RANK_GEN_FULL,
484,gen1,20405900,59600,RANK_GEN,RANK_GEN_FULL,rank_prestige_9,20465500,,,,,,485,485,,RANK_GEN_FULL,
485,gen1,20465500,62600,RANK_GEN,RANK_GEN_FULL,rank_prestige_9,20528100,,,,,,486,486,,RANK_GEN_FULL,
486,gen1,20528100,65600,RANK_GEN,RANK_GEN_FULL,rank_prestige_9,20593700,,,,,,487,487,,RANK_GEN_FULL,
487,gen1,20593700,69100,RANK_GEN,RANK_GEN_FULL,rank_prestige_9,20662800,,,,,,488,488,,RANK_GEN_FULL,
488,gen1,20662800,72600,RANK_GEN,RANK_GEN_FULL,rank_prestige_9,20735400,,,,,,489,489,,RANK_GEN_FULL,
489,gen1,20735400,76100,RANK_GEN,RANK_GEN_FULL,rank_prestige_9,20811500,,,,,,490,490,,RANK_GEN_FULL,
490,gen1,20811500,79600,RANK_GEN,RANK_GEN_FULL,rank_prestige_9,20891100,,,,,,491,491,,RANK_GEN_FULL,
491,gen1,20891100,83100,RANK_GEN,RANK_GEN_FULL,rank_prestige_9,20974200,,,,,,492,492,,RANK_GEN_FULL,
492,gen1,20974200,86600,RANK_GEN,RANK_GEN_FULL,rank_prestige_9,21060800,,,,,,493,493,,RANK_GEN_FULL,
493,gen1,21060800,90100,RANK_GEN,RANK_GEN_FULL,rank_prestige_9,21150900,,,,,,494,494,,RANK_GEN_FULL,
494,gen1,21150900,93600,RANK_GEN,RANK_GEN_FULL,rank_prestige_9,21244500,,,,,,495,495,,RANK_GEN_FULL,
495,gen1,21244500,97100,RANK_GEN,RANK_GEN_FULL,rank_prestige_9,21341600,,,,,,496,496,,RANK_GEN_FULL,
496,gen1,21341600,100600,RANK_GEN,RANK_GEN_FULL,rank_prestige_9,21442200,,,,,,497,497,,RANK_GEN_FULL,
497,gen1,21442200,104100,RANK_GEN,RANK_GEN_FULL,rank_prestige_9,21546300,,,,,,498,498,,RANK_GEN_FULL,
498,gen1,21546300,107600,RANK_GEN,RANK_GEN_FULL,rank_prestige_9,21653900,,,,,,499,499,,RANK_GEN_FULL,
499,gen1,21653900,111100,RANK_GEN,RANK_GEN_FULL,rank_prestige_9,21765000,,,,,,500,500,,RANK_GEN_FULL,
500,gen1,21765000,7200,RANK_GEN,RANK_GEN_FULL,rank_prestige_10,21772200,,,,,,501,501,,RANK_GEN_FULL,
501,gen1,21772200,7500,RANK_GEN,RANK_GEN_FULL,rank_prestige_10,21779700,,,,,,502,502,,RANK_GEN_FULL,
502,gen1,21779700,7800,RANK_GEN,RANK_GEN_FULL,rank_prestige_10,21787500,,,,,,503,503,,RANK_GEN_FULL,
503,gen1,21787500,8100,RANK_GEN,RANK_GEN_FULL,rank_prestige_10,21795600,,,,,,504,504,,RANK_GEN_FULL,
504,gen1,21795600,8400,RANK_GEN,RANK_GEN_FULL,rank_prestige_10,21804000,,,,,,505,505,,RANK_GEN_FULL,
505,gen1,21804000,8800,RANK_GEN,RANK_GEN_FULL,rank_prestige_10,21812800,,,,,,506,506,,RANK_GEN_FULL,
506,gen1,21812800,9200,RANK_GEN,RANK_GEN_FULL,rank_prestige_10,21822000,,,,,,507,507,,RANK_GEN_FULL,
507,gen1,21822000,9600,RANK_GEN,RANK_GEN_FULL,rank_prestige_10,21831600,,,,,,508,508,,RANK_GEN_FULL,
508,gen1,21831600,10000,RANK_GEN,RANK_GEN_FULL,rank_prestige_10,21841600,,,,,,509,509,,RANK_GEN_FULL,
509,gen1,21841600,10500,RANK_GEN,RANK_GEN_FULL,rank_prestige_10,21852100,,,,,,510,510,,RANK_GEN_FULL,
510,gen1,21852100,11000,RANK_GEN,RANK_GEN_FULL,rank_prestige_10,21863100,,,,,,511,511,,RANK_GEN_FULL,
511,gen1,21863100,12300,RANK_GEN,RANK_GEN_FULL,rank_prestige_10,21875400,,,,,,512,512,,RANK_GEN_FULL,
512,gen1,21875400,13600,RANK_GEN,RANK_GEN_FULL,rank_prestige_10,21889000,,,,,,513,513,,RANK_GEN_FULL,
513,gen1,21889000,14900,RANK_GEN,RANK_GEN_FULL,rank_prestige_10,21903900,,,,,,514,514,,RANK_GEN_FULL,
514,gen1,21903900,16200,RANK_GEN,RANK_GEN_FULL,rank_prestige_10,21920100,,,,,,515,515,,RANK_GEN_FULL,
515,gen1,21920100,17600,RANK_GEN,RANK_GEN_FULL,rank_prestige_10,21937700,,,,,,516,516,,RANK_GEN_FULL,
516,gen1,21937700,19000,RANK_GEN,RANK_GEN_FULL,rank_prestige_10,21956700,,,,,,517,517,,RANK_GEN_FULL,
517,gen1,21956700,20500,RANK_GEN,RANK_GEN_FULL,rank_prestige_10,21977200,,,,,,518,518,,RANK_GEN_FULL,
518,gen1,21977200,22000,RANK_GEN,RANK_GEN_FULL,rank_prestige_10,21999200,,,,,,519,519,,RANK_GEN_FULL,
519,gen1,21999200,23500,RANK_GEN,RANK_GEN_FULL,rank_prestige_10,22022700,,,,,,520,520,,RANK_GEN_FULL,
520,gen1,22022700,25500,RANK_GEN,RANK_GEN_FULL,rank_prestige_10,22048200,,,,,,521,521,,RANK_GEN_FULL,
521,gen1,22048200,27500,RANK_GEN,RANK_GEN_FULL,rank_prestige_10,22075700,,,,,,522,522,,RANK_GEN_FULL,
522,gen1,22075700,29600,RANK_GEN,RANK_GEN_FULL,rank_prestige_10,22105300,,,,,,523,523,,RANK_GEN_FULL,
523,gen1,22105300,31600,RANK_GEN,RANK_GEN_FULL,rank_prestige_10,22136900,,,,,,524,524,,RANK_GEN_FULL,
524,gen1,22136900,33600,RANK_GEN,RANK_GEN_FULL,rank_prestige_10,22170500,,,,,,525,525,,RANK_GEN_FULL,
525,gen1,22170500,35600,RANK_GEN,RANK_GEN_FULL,rank_prestige_10,22206100,,,,,,526,526,,RANK_GEN_FULL,
526,gen1,22206100,38100,RANK_GEN,RANK_GEN_FULL,rank_prestige_10,22244200,,,,,,527,527,,RANK_GEN_FULL,
527,gen1,22244200,40600,RANK_GEN,RANK_GEN_FULL,rank_prestige_10,22284800,,,,,,528,528,,RANK_GEN_FULL,
528,gen1,22284800,43100,RANK_GEN,RANK_GEN_FULL,rank_prestige_10,22327900,,,,,,529,529,,RANK_GEN_FULL,
529,gen1,22327900,45600,RANK_GEN,RANK_GEN_FULL,rank_prestige_10,22373500,,,,,,530,530,,RANK_GEN_FULL,
530,gen1,22373500,48100,RANK_GEN,RANK_GEN_FULL,rank_prestige_10,22421600,,,,,,531,531,,RANK_GEN_FULL,
531,gen1,22421600,50600,RANK_GEN,RANK_GEN_FULL,rank_prestige_10,22472200,,,,,,532,532,,RANK_GEN_FULL,
532,gen1,22472200,53600,RANK_GEN,RANK_GEN_FULL,rank_prestige_10,22525800,,,,,,533,533,,RANK_GEN_FULL,
533,gen1,22525800,56600,RANK_GEN,RANK_GEN_FULL,rank_prestige_10,22582400,,,,,,534,534,,RANK_GEN_FULL,
534,gen1,22582400,59600,RANK_GEN,RANK_GEN_FULL,rank_prestige_10,22642000,,,,,,535,535,,RANK_GEN_FULL,
535,gen1,22642000,62600,RANK_GEN,RANK_GEN_FULL,rank_prestige_10,22704600,,,,,,536,536,,RANK_GEN_FULL,
536,gen1,22704600,65600,RANK_GEN,RANK_GEN_FULL,rank_prestige_10,22770200,,,,,,537,537,,RANK_GEN_FULL,
537,gen1,22770200,69100,RANK_GEN,RANK_GEN_FULL,rank_prestige_10,22839300,,,,,,538,538,,RANK_GEN_FULL,
538,gen1,22839300,72600,RANK_GEN,RANK_GEN_FULL,rank_prestige_10,22911900,,,,,,539,539,,RANK_GEN_FULL,
539,gen1,22911900,76100,RANK_GEN,RANK_GEN_FULL,rank_prestige_10,22988000,,,,,,540,540,,RANK_GEN_FULL,
540,gen1,22988000,79600,RANK_GEN,RANK_GEN_FULL,rank_prestige_10,23067600,,,,,,541,541,,RANK_GEN_FULL,
541,gen1,23067600,83100,RANK_GEN,RANK_GEN_FULL,rank_prestige_10,23150700,,,,,,542,542,,RANK_GEN_FULL,
542,gen1,23150700,86600,RANK_GEN,RANK_GEN_FULL,rank_prestige_10,23237300,,,,,,543,543,,RANK_GEN_FULL,
543,gen1,23237300,90100,RANK_GEN,RANK_GEN_FULL,rank_prestige_10,23327400,,,,,,544,544,,RANK_GEN_FULL,
544,gen1,23327400,93600,RANK_GEN,RANK_GEN_FULL,rank_prestige_10,23421000,,,,,,545,545,,RANK_GEN_FULL,
545,gen1,23421000,97100,RANK_GEN,RANK_GEN_FULL,rank_prestige_10,23518100,,,,,,546,546,,RANK_GEN_FULL,
546,gen1,23518100,100600,RANK_GEN,RANK_GEN_FULL,rank_prestige_10,23618700,,,,,,547,547,,RANK_GEN_FULL,
547,gen1,23618700,104100,RANK_GEN,RANK_GEN_FULL,rank_prestige_10,23722800,,,,,,548,548,,RANK_GEN_FULL,
548,gen1,23722800,107600,RANK_GEN,RANK_GEN_FULL,rank_prestige_10,23830400,,,,,,549,549,,RANK_GEN_FULL,
549,gen1,23830400,111100,RANK_GEN,RANK_GEN_FULL,rank_prestige_10,23941500,,,,,,550,550,,RANK_GEN_FULL,
550,gen1,23941500,7200,RANK_GEN,RANK_GEN_FULL,rank_prestige_11,23948700,,,,,,551,551,,RANK_GEN_FULL,
551,gen1,23948700,7500,RANK_GEN,RANK_GEN_FULL,rank_prestige_11,23956200,,,,,,552,552,,RANK_GEN_FULL,
552,gen1,23956200,7800,RANK_GEN,RANK_GEN_FULL,rank_prestige_11,23964000,,,,,,553,553,,RANK_GEN_FULL,
553,gen1,23964000,8100,RANK_GEN,RANK_GEN_FULL,rank_prestige_11,23972100,,,,,,554,554,,RANK_GEN_FULL,
554,gen1,23972100,8400,RANK_GEN,RANK_GEN_FULL,rank_prestige_11,23980500,,,,,,555,555,,RANK_GEN_FULL,
555,gen1,23980500,8800,RANK_GEN,RANK_GEN_FULL,rank_prestige_11,23989300,,,,,,556,556,,RANK_GEN_FULL,
556,gen1,23989300,9200,RANK_GEN,RANK_GEN_FULL,rank_prestige_11,23998500,,,,,,557,557,,RANK_GEN_FULL,
557,gen1,23998500,9600,RANK_GEN,RANK_GEN_FULL,rank_prestige_11,24008100,,,,,,558,558,,RANK_GEN_FULL,
558,gen1,24008100,10000,RANK_GEN,RANK_GEN_FULL,rank_prestige_11,24018100,,,,,,559,559,,RANK_GEN_FULL,
559,gen1,24018100,10500,RANK_GEN,RANK_GEN_FULL,rank_prestige_11,24028600,,,,,,560,560,,RANK_GEN_FULL,
560,gen1,24028600,11000,RANK_GEN,RANK_GEN_FULL,rank_prestige_11,24039600,,,,,,561,561,,RANK_GEN_FULL,
561,gen1,24039600,12300,RANK_GEN,RANK_GEN_FULL,rank_prestige_11,24051900,,,,,,562,562,,RANK_GEN_FULL,
562,gen1,24051900,13600,RANK_GEN,RANK_GEN_FULL,rank_prestige_11,24065500,,,,,,563,563,,RANK_GEN_FULL,
563,gen1,24065500,14900,RANK_GEN,RANK_GEN_FULL,rank_prestige_11,24080400,,,,,,564,564,,RANK_GEN_FULL,
564,gen1,24080400,16200,RANK_GEN,RANK_GEN_FULL,rank_prestige_11,24096600,,,,,,565,565,,RANK_GEN_FULL,
565,gen1,24096600,17600,RANK_GEN,RANK_GEN_FULL,rank_prestige_11,24114200,,,,,,566,566,,RANK_GEN_FULL,
566,gen1,24114200,19000,RANK_GEN,RANK_GEN_FULL,rank_prestige_11,24133200,,,,,,567,567,,RANK_GEN_FULL,
567,gen1,24133200,20500,RANK_GEN,RANK_GEN_FULL,rank_prestige_11,24153700,,,,,,568,568,,RANK_GEN_FULL,
568,gen1,24153700,22000,RANK_GEN,RANK_GEN_FULL,rank_prestige_11,24175700,,,,,,569,569,,RANK_GEN_FULL,
569,gen1,24175700,23500,RANK_GEN,RANK_GEN_FULL,rank_prestige_11,24199200,,,,,,570,570,,RANK_GEN_FULL,
570,gen1,24199200,25500,RANK_GEN,RANK_GEN_FULL,rank_prestige_11,24224700,,,,,,571,571,,RANK_GEN_FULL,
571,gen1,24224700,27500,RANK_GEN,RANK_GEN_FULL,rank_prestige_11,24252200,,,,,,572,572,,RANK_GEN_FULL,
572,gen1,24252200,29600,RANK_GEN,RANK_GEN_FULL,rank_prestige_11,24281800,,,,,,573,573,,RANK_GEN_FULL,
573,gen1,24281800,31600,RANK_GEN,RANK_GEN_FULL,rank_prestige_11,24313400,,,,,,574,574,,RANK_GEN_FULL,
574,gen1,24313400,33600,RANK_GEN,RANK_GEN_FULL,rank_prestige_11,24347000,,,,,,575,575,,RANK_GEN_FULL,
575,gen1,24347000,35600,RANK_GEN,RANK_GEN_FULL,rank_prestige_11,24382600,,,,,,576,576,,RANK_GEN_FULL,
576,gen1,24382600,38100,RANK_GEN,RANK_GEN_FULL,rank_prestige_11,24420700,,,,,,577,577,,RANK_GEN_FULL,
577,gen1,24420700,40600,RANK_GEN,RANK_GEN_FULL,rank_prestige_11,24461300,,,,,,578,578,,RANK_GEN_FULL,
578,gen1,24461300,43100,RANK_GEN,RANK_GEN_FULL,rank_prestige_11,24504400,,,,,,579,579,,RANK_GEN_FULL,
579,gen1,24504400,45600,RANK_GEN,RANK_GEN_FULL,rank_prestige_11,24550000,,,,,,580,580,,RANK_GEN_FULL,
580,gen1,24550000,48100,RANK_GEN,RANK_GEN_FULL,rank_prestige_11,24598100,,,,,,581,581,,RANK_GEN_FULL,
581,gen1,24598100,50600,RANK_GEN,RANK_GEN_FULL,rank_prestige_11,24648700,,,,,,582,582,,RANK_GEN_FULL,
582,gen1,24648700,53600,RANK_GEN,RANK_GEN_FULL,rank_prestige_11,24702300,,,,,,583,583,,RANK_GEN_FULL,
583,gen1,24702300,56600,RANK_GEN,RANK_GEN_FULL,rank_prestige_11,24758900,,,,,,584,584,,RANK_GEN_FULL,
584,gen1,24758900,59600,RANK_GEN,RANK_GEN_FULL,rank_prestige_11,24818500,,,,,,585,585,,RANK_GEN_FULL,
585,gen1,24818500,62600,RANK_GEN,RANK_GEN_FULL,rank_prestige_11,24881100,,,,,,586,586,,RANK_GEN_FULL,
586,gen1,24881100,65600,RANK_GEN,RANK_GEN_FULL,rank_prestige_11,24946700,,,,,,587,587,,RANK_GEN_FULL,
587,gen1,24946700,69100,RANK_GEN,RANK_GEN_FULL,rank_prestige_11,25015800,,,,,,588,588,,RANK_GEN_FULL,
588,gen1,25015800,72600,RANK_GEN,RANK_GEN_FULL,rank_prestige_11,25088400,,,,,,589,589,,RANK_GEN_FULL,
589,gen1,25088400,76100,RANK_GEN,RANK_GEN_FULL,rank_prestige_11,25164500,,,,,,590,590,,RANK_GEN_FULL,
590,gen1,25164500,79600,RANK_GEN,RANK_GEN_FULL,rank_prestige_11,25244100,,,,,,591,591,,RANK_GEN_FULL,
591,gen1,25244100,83100,RANK_GEN,RANK_GEN_FULL,rank_prestige_11,25327200,,,,,,592,592,,RANK_GEN_FULL,
592,gen1,25327200,86600,RANK_GEN,RANK_GEN_FULL,rank_prestige_11,25413800,,,,,,593,593,,RANK_GEN_FULL,
593,gen1,25413800,90100,RANK_GEN,RANK_GEN_FULL,rank_prestige_11,25503900,,,,,,594,594,,RANK_GEN_FULL,
594,gen1,25503900,93600,RANK_GEN,RANK_GEN_FULL,rank_prestige_11,25597500,,,,,,595,595,,RANK_GEN_FULL,
595,gen1,25597500,97100,RANK_GEN,RANK_GEN_FULL,rank_prestige_11,25694600,,,,,,596,596,,RANK_GEN_FULL,
596,gen1,25694600,100600,RANK_GEN,RANK_GEN_FULL,rank_prestige_11,25795200,,,,,,597,597,,RANK_GEN_FULL,
